predictor_label,test_index,feasible,recourse_band,original_score_band,solver_status,solver_family,original_score,new_score,total_cost,n_changed_features,changed_features,validity_reconstructed_score,validity_passes_threshold
xcreditscore_lattice,65,False,near_feasible,near_threshold,gurobi_exact:Optimal,gurobi_exact,0.31288424134254456,0.31288424134254456,2.7755575615628914e-15,0,{},0.31288424134254456,False
xcreditscore_lattice,122,False,infeasible,moderate_risk,gurobi_exact:Optimal|refined_4,gurobi_exact,0.36093491315841675,0.36074531078338623,0.17840707826239424,1,"{""NumberOfOpenCreditLinesAndLoans"": -0.09911504347910638}",0.36074531078338623,False
xcreditscore_lattice,196,False,infeasible,high_risk,gurobi_exact:Infeasible|refined_3,gurobi_exact,0.43940600752830505,0.43936803936958313,0.0536842105263158,1,"{""NumberOfOpenCreditLinesAndLoans"": -0.02982456140350878}",0.43936803936958313,False
xcreditscore_lattice,338,False,infeasible,moderate_risk,gurobi_exact:Optimal|refined_5,gurobi_exact,0.3574499487876892,0.3572307825088501,0.08210526315789754,1,"{""NumberOfOpenCreditLinesAndLoans"": 0.0456140350877193}",0.3572307825088501,False
xcreditscore_lattice,404,False,infeasible,moderate_risk,gurobi_exact:Optimal|refined_5,gurobi_exact,0.35071861743927,0.35050132870674133,0.08210526315789753,1,"{""NumberOfOpenCreditLinesAndLoans"": 0.0456140350877193}",0.35050132870674133,False
xcreditscore_lattice,405,False,infeasible,very_high_risk,gurobi_exact:Infeasible|refined_5,gurobi_exact,0.7749611735343933,0.7747946381568909,0.08210526315789474,1,"{""NumberOfOpenCreditLinesAndLoans"": 0.0456140350877193}",0.7747946381568909,False
xcreditscore_lattice,452,False,infeasible,near_threshold,gurobi_exact:Optimal|refined_4,gurobi_exact,0.3205265402793884,0.3202325701713562,0.2463018151044995,1,"{""NumberOfOpenCreditLinesAndLoans"": -0.13683434172472042}",0.3202325701713562,False
xcreditscore_lattice,480,False,infeasible,very_high_risk,gurobi_exact:Infeasible|refined_9,gurobi_exact,0.8425227999687195,0.8423123955726624,0.2778947368421053,1,"{""NumberOfOpenCreditLinesAndLoans"": -0.15438596491228074}",0.8423123955726624,False
xcreditscore_lattice,522,False,near_feasible,near_threshold,gurobi_exact:Optimal|refined_4,gurobi_exact,0.3040958642959595,0.3039219081401825,0.17840707826239424,1,"{""NumberOfOpenCreditLinesAndLoans"": -0.09911504347910638}",0.3039219081401825,False
xcreditscore_lattice,537,False,near_feasible,near_threshold,gurobi_exact:Optimal|refined_3,gurobi_exact,0.3075154423713684,0.30741140246391296,0.04421052631579223,1,"{""NumberOfOpenCreditLinesAndLoans"": 0.024561403508771923}",0.30741140246391296,False
xcreditscore_lattice,588,False,infeasible,high_risk,gurobi_exact:Infeasible,gurobi_exact,0.43384402990341187,0.43384402990341187,0.0,0,{},0.43384402990341187,False
xcreditscore_lattice,594,False,infeasible,very_high_risk,gurobi_exact:Infeasible|refined_5,gurobi_exact,0.8115909099578857,0.811444878578186,0.08210526315789474,1,"{""NumberOfOpenCreditLinesAndLoans"": 0.0456140350877193}",0.811444878578186,False
